Code_commune_INSEE;Nom_commune;Code_postal;Ligne_5;Libellé_d_acheminement;Libell_d_acheminement;coordonnees_gps
15043;CHARMENSAC;15500;;CHARMENSAC;CHARMENSAC;45.2264013054,3.07503500969
15048;CHAZELLES;15500;;CHAZELLES;CHAZELLES;45.1057762736,3.32678478247
15049;CHEYLADE;15400;;CHEYLADE;CHEYLADE;45.1989830549,2.72030952547
15054;CONDAT;15190;;CONDAT;CONDAT;45.3488007633,2.79188252959
15058;CROS DE RONESQUE;15130;;CROS DE RONESQUE;CROS DE RONESQUE;44.8616190704,2.60679689587
15067;LE FAU;15140;;LE FAU;LE FAU;45.1089339679,2.60020993092
15077;GOURDIEGES;15230;;GOURDIEGES;GOURDIEGES;44.9465137217,2.88202644949
15079;JALEYRAC;15200;;JALEYRAC;JALEYRAC;45.2697268838,2.36782201629
15082;JUNHAC;15120;;JUNHAC;JUNHAC;44.6956285648,2.4519931764
15085;LABROUSSE;15130;;LABROUSSE;LABROUSSE;44.8520781165,2.54931356081
15096;LASCELLE;15590;;LASCELLE MANDAILLES;LASCELLE MANDAILLES;45.0335568437,2.57470927987
15105;LEYVAUX;43450;;LEYVAUX;LEYVAUX;45.3249295413,3.08895370131
15108;VAL D ARCOMIE;15320;BOURNONCLES;VAL D ARCOMIE;VAL D ARCOMIE;44.9384891268,3.20556437292
15111;MADIC;15210;;MADIC;MADIC;45.372048674,2.45917498583
15116;MARCHASTEL;15400;;MARCHASTEL;MARCHASTEL;45.273977504,2.72930331123
15127;MOLOMPIZE;15500;;MOLOMPIZE;MOLOMPIZE;45.2333599435,3.12615906672
15134;MONTSALVY;15120;;MONTSALVY;MONTSALVY;44.6956739577,2.49434704088
15135;MONTVERT;15150;;MONTVERT;MONTVERT;44.9956514856,2.16312803314
15137;MOUSSAGES;15380;;MOUSSAGES;MOUSSAGES;45.2336429755,2.47256542244
15139;NARNHAC;15230;;NARNHAC;NARNHAC;44.9347231602,2.76628642462
15141;NEUSSARGUES EN PINATELLE;15170;STE ANASTASIE;NEUSSARGUES EN PINATELLE;NEUSSARGUES EN PINATELLE;45.1323703921,2.98529315948
15143;NIEUDAN;15150;;NIEUDAN;NIEUDAN;44.9831085193,2.24617399797
15149;PAULHENC;15230;;PAULHENC;PAULHENC;44.8849681536,2.81626761404
15155;PRADIERS;15160;;PRADIERS;PRADIERS;45.2839972375,2.92137599236
15166;ROUMEGOUX;15290;;ROUMEGOUX;ROUMEGOUX;44.8599842405,2.18842696551
15168;RUYNES EN MARGERIDE;15320;;RUYNES EN MARGERIDE;RUYNES EN MARGERIDE;45.0046123239,3.22362001629
15182;ST ETIENNE CANTALES;15150;;ST ETIENNE CANTALES;ST ETIENNE CANTALES;44.9496115234,2.2437307084
15185;ST ETIENNE DE CHOMEIL;15400;;ST ETIENNE DE CHOMEIL;ST ETIENNE DE CHOMEIL;45.3443815045,2.61922055075
15189;ST GERONS;15150;;ST GERONS;ST GERONS;44.9415058026,2.20469091333
15191;ST ILLIDE;15310;;ST ILLIDE;ST ILLIDE;45.050570658,2.32079424966
15198;STE MARIE;15230;;STE MARIE;STE MARIE;44.8925014312,2.88292989924
15203;ST MARY LE PLAIN;15500;;ST MARY LE PLAIN;ST MARY LE PLAIN;45.1760315691,3.14393366298
15208;ST PROJET DE SALERS;15140;;ST PROJET DE SALERS;ST PROJET DE SALERS;45.0821687828,2.55897131007
15217;ST VICTOR;15150;;ST VICTOR;ST VICTOR;45.0097901662,2.2880455218
15218;ST VINCENT DE SALERS;15380;;ST VINCENT DE SALERS;ST VINCENT DE SALERS;45.2074874318,2.53894340125
15234;TEISSIERES LES BOULIES;15130;;TEISSIERES LES BOULIES;TEISSIERES LES BOULIES;44.8209679734,2.53827855316
15238;TOURNEMIRE;15310;;TOURNEMIRE;TOURNEMIRE;45.0547955278,2.49043476858
15247;VALJOUZE;15170;;VALJOUZE;VALJOUZE;45.1637773707,3.0607165142
15249;LE VAULMIER;15380;;LE VAULMIER;LE VAULMIER;45.1838522202,2.58597218884
15251;VEDRINES ST LOUP;15100;;VEDRINES ST LOUP;VEDRINES ST LOUP;45.0527660016,3.27223653153
15253;VERNOLS;15160;;VERNOLS;VERNOLS;45.2190007812,2.88326804068
15255;VEZAC;15130;;VEZAC;VEZAC;44.8954464372,2.5219529711
15263;VIRARGUES;15300;;VIRARGUES;VIRARGUES;45.1293117032,2.89843918349
15264;VITRAC;15220;;VITRAC;VITRAC;44.8102298787,2.31375646936
15265;YDES;15210;;YDES;YDES;45.3433264058,2.44997355968
15267;YTRAC;15130;;YTRAC;YTRAC;44.9161324548,2.36598098395
15269;BESSE;15140;;BESSE;BESSE;45.1012134642,2.35475637278
16003;AGRIS;16110;;AGRIS;AGRIS;45.7764888287,0.328082067918
16005;AIGRE;16140;VILLEJESUS;AIGRE;AIGRE;45.8891702634,-0.000376399361894
16015;ANGOULEME;16000;;ANGOULEME;ANGOULEME;45.6472585146,0.14514490683
16020;AUBETERRE SUR DRONNE;16390;;AUBETERRE SUR DRONNE;AUBETERRE SUR DRONNE;45.2609347512,0.16792049879
16023;AUNAC SUR CHARENTE;16460;AUNAC;AUNAC SUR CHARENTE;AUNAC SUR CHARENTE;45.9151202066,0.255788080504
16026;BALZAC;16430;;BALZAC;BALZAC;45.7127837956,0.134124616081
16028;BARBEZIEUX ST HILAIRE;16300;;BARBEZIEUX ST HILAIRE;BARBEZIEUX ST HILAIRE;45.4780382344,-0.157746079718
16032;BASSAC;16120;;BASSAC;BASSAC;45.6649796502,-0.0991802061474
16045;BIRAC;16120;;BIRAC;BIRAC;45.5635790633,-0.0550695799339
16046;COTEAUX DU BLANZACAIS;16250;PORCHERESSE;COTEAUX DU BLANZACAIS;COTEAUX DU BLANZACAIS;45.4714654807,0.0236302142689
16055;BOUEX;16410;;BOUEX;BOUEX;45.6246508567,0.318204980739
16058;BOUTIERS ST TROJAN;16100;;BOUTIERS ST TROJAN;BOUTIERS ST TROJAN;45.711028287,-0.296886698875
16061;BRIE;16590;;BRIE;BRIE;45.7345393339,0.266852612131
16067;BUNZAC;16110;;BUNZAC;BUNZAC;45.6993800816,0.344082378962
16070;CHABANAIS;16150;;CHABANAIS;CHABANAIS;45.8638291864,0.711713773005
16073;CHALAIS;16210;STE MARIE;CHALAIS;CHALAIS;45.2739548684,0.0385508867289
16074;CHALLIGNAC;16300;;CHALLIGNAC;CHALLIGNAC;45.4236400106,-0.0845558170102
16076;CHAMPAGNE MOUTON;16350;;CHAMPAGNE MOUTON;CHAMPAGNE MOUTON;45.993087674,0.412273153255
16084;CHARRAS;16380;;CHARRAS;CHARRAS;45.5444379086,0.428737132242
16097;CHERVES RICHEMONT;16370;;CHERVES RICHEMONT;CHERVES RICHEMONT;45.7450738873,-0.337808012724
16100;CHIRAC;16150;;CHIRAC;CHIRAC;45.9131739872,0.685106701432
16110;COURCOME;16700;TUZIE;COURCOME;COURCOME;45.9857430952,0.133351057987
16121;DOUZAT;16290;;DOUZAT;DOUZAT;45.7009983146,-0.00261844248273
16144;FOUQUEURE;16140;;FOUQUEURE;FOUQUEURE;45.8847149549,0.0756577865437
16145;FOUSSIGNAC;16200;;FOUSSIGNAC;FOUSSIGNAC;45.7127451252,-0.125082004293
16148;GENAC BIGNAC;16170;GENAC;GENAC BIGNAC;GENAC BIGNAC;45.8009500924,0.021470943172
16152;GIMEUX;16130;;GIMEUX;GIMEUX;45.6414379624,-0.36669079786
16153;MAINXE GONDEVILLE;16200;MAINXE;MAINXE GONDEVILLE;MAINXE GONDEVILLE;45.6684412124,-0.155937890008
16154;GOND PONTOUVRE;16160;;GOND PONTOUVRE;GOND PONTOUVRE;45.6797580078,0.165506204221
16155;LES GOURS;16140;;LES GOURS;LES GOURS;45.9598718891,-0.0720164666624
16158;GRASSAC;16380;;GRASSAC;GRASSAC;45.5812707814,0.399196198105
16161;GUIZENGEARD;16480;;GUIZENGEARD;GUIZENGEARD;45.3106179642,-0.123211363753
16168;JAULDES;16560;;JAULDES;JAULDES;45.7808261202,0.250693934038
16169;JAVREZAC;16100;;JAVREZAC;JAVREZAC;45.7029983448,-0.363647705405
16170;JUIGNAC;16190;;JUIGNAC;JUIGNAC;45.3679418137,0.158358681368
16171;JUILLAC LE COQ;16130;;JUILLAC LE COQ;JUILLAC LE COQ;45.5891696148,-0.256462985988
16173;JUILLE;16230;;JUILLE;JUILLE;45.9263168412,0.141585678419
16178;LAGARDE SUR LE NE;16300;;LAGARDE SUR LE NE;LAGARDE SUR LE NE;45.5153360206,-0.205805463982
16184;LICHERES;16460;;LICHERES;LICHERES;45.9042961914,0.215718804907
16185;LIGNE;16140;;LIGNE;LIGNE;45.9156691196,0.10397491034
16192;TERRES DE HAUTE CHARENTE;16270;GENOUILLAC;TERRES DE HAUTE CHARENTE;TERRES DE HAUTE CHARENTE;45.9100102437,0.573121657498
16198;MAGNAC LAVALETTE VILLARS;16320;;MAGNAC LAVALETTE VILLARS;MAGNAC LAVALETTE VILLARS;45.5088381667,0.2552082811
16200;MAINE DE BOIXE;16230;;MAINE DE BOIXE;MAINE DE BOIXE;45.8484283573,0.17815797308
16207;MARCILLAC LANVILLE;16140;;MARCILLAC LANVILLE;MARCILLAC LANVILLE;45.8574304005,0.0183289081135
16209;MARILLAC LE FRANC;16110;;MARILLAC LE FRANC;MARILLAC LE FRANC;45.7307516041,0.432572221643
16225;MONTEMBOEUF;16310;;MONTEMBOEUF;MONTEMBOEUF;45.7738787675,0.551136998408
16230;MONTMOREAU;16190;ST LAURENT DE BELZAGOT;MONTMOREAU;MONTMOREAU;45.4225777872,0.127349505692
16237;MOUTON;16460;;MOUTON;MOUTON;45.8874435614,0.236451070535
16240;NABINAUD;16390;;NABINAUD;NABINAUD;45.2933421272,0.210125540377
16242;NANTEUIL EN VALLEE;16700;POUGNE;NANTEUIL EN VALLEE;NANTEUIL EN VALLEE;46.0061029111,0.32369225522
16242;NANTEUIL EN VALLEE;16700;ST GERVAIS;NANTEUIL EN VALLEE;NANTEUIL EN VALLEE;46.0061029111,0.32369225522
16243;NERCILLAC;16200;;NERCILLAC;NERCILLAC;45.7234512916,-0.270638222071
16251;ORIOLLES;16480;;ORIOLLES;ORIOLLES;45.3564714888,-0.1368388888
16253;PAIZAY NAUDOUIN EMBOURIE;16240;;PAIZAY NAUDOUIN EMBOURIE;PAIZAY NAUDOUIN EMBOURIE;46.0339157698,0.00154860718916
16254;PALLUAUD;16390;;PALLUAUD;PALLUAUD;45.348051923,0.242588912427
16255;PARZAC;16450;;PARZAC;PARZAC;45.9244427035,0.420746139781
16258;PERIGNAC;16250;;PERIGNAC;PERIGNAC;45.4667323949,0.0826496107901
16284;ROUFFIAC;16210;;ROUFFIAC;ROUFFIAC;45.2653712748,0.0982630036478
16286;ROUILLAC;16170;;ROUILLAC;ROUILLAC;45.781947293,-0.074390136916
16297;GRAVES ST AMANT;16120;;GRAVES ST AMANT;GRAVES ST AMANT;45.6383664934,-0.104970620109
16302;ST AVIT;16210;;ST AVIT;ST AVIT;45.2438261772,0.0442847703212
16303;ST BONNET;16300;;ST BONNET;ST BONNET;45.4739641055,-0.0892788794153
16317;ST FRAIGNE;16140;;ST FRAIGNE;ST FRAIGNE;45.9572719379,-0.0153853235153
16335;ST MARTIN DU CLOCHER;16700;;ST MARTIN DU CLOCHER;ST MARTIN DU CLOCHER;46.0649581339,0.149662855292
16337;ST MAURICE DES LIONS;16500;;ST MAURICE DES LIONS;ST MAURICE DES LIONS;45.9687818149,0.700155863505
16339;VAL D AUGE;16170;AUGE;VAL D AUGE;VAL D AUGE;45.8511416602,-0.0872262855566
16339;VAL D AUGE;16170;BONNEVILLE;VAL D AUGE;VAL D AUGE;45.8511416602,-0.0872262855566
16345;ST QUENTIN SUR CHARENTE;16150;;ST QUENTIN SUR CHARENTE;ST QUENTIN SUR CHARENTE;45.838055704,0.675525418032
16346;ST QUENTIN DE CHALAIS;16210;;ST QUENTIN DE CHALAIS;ST QUENTIN DE CHALAIS;45.2429849506,0.0733899615391
16347;ST ROMAIN;16210;;ST ROMAIN;ST ROMAIN;45.2834371664,0.137230100319
16349;STE SEVERE;16200;;STE SEVERE;STE SEVERE;45.7641596067,-0.250325475008
16358;ST YRIEIX SUR CHARENTE;16710;;ST YRIEIX SUR CHARENTE;ST YRIEIX SUR CHARENTE;45.6818416961,0.128271343194
16370;SIREUIL;16440;;SIREUIL;SIREUIL;45.6203072664,0.0196009850937
16373;SOUVIGNE;16240;;SOUVIGNE;SOUVIGNE;45.9708257553,0.0505294709471
16379;TAPONNAT FLEURIGNAC;16110;;TAPONNAT FLEURIGNAC;TAPONNAT FLEURIGNAC;45.7739607246,0.417726239972
16387;TRIAC LAUTRAIT;16200;LANTIN;TRIAC LAUTRAIT;TRIAC LAUTRAIT;45.6828749184,-0.115750657737
16393;VARS;16330;;VARS;VARS;45.7564469034,0.136239937646
16396;VENTOUSE;16460;;VENTOUSE;VENTOUSE;45.9125661232,0.324665203428
16406;MOULINS SUR TARDOIRE;16220;VILHONNEUR;MOULINS SUR TARDOIRE;MOULINS SUR TARDOIRE;45.6749371405,0.413690557733
16418;VOEUIL ET GIGET;16400;;VOEUIL ET GIGET;VOEUIL ET GIGET;45.5931085464,0.158699054904
16421;VOUTHON;16220;;VOUTHON;VOUTHON;45.660500114,0.447401075403
16425;YVRAC ET MALLEYRAND;16110;;YVRAC ET MALLEYRAND;YVRAC ET MALLEYRAND;45.7349799572,0.466227721983
17008;ANDILLY;17230;SERIGNY;ANDILLY;ANDILLY;46.2630044811,-1.01765756102
17011;ANNEPONT;17350;;ANNEPONT;ANNEPONT;45.8451541952,-0.606940524552
17020;ARTHENAC;17520;;ARTHENAC;ARTHENAC;45.5031576669,-0.323776644453
17036;BEAUGEAY;17620;;BEAUGEAY;BEAUGEAY;45.8699571421,-1.00817611338
17044;BERNEUIL;17460;;BERNEUIL;BERNEUIL;45.6570139489,-0.598024601666
17045;BEURLAY;17250;;BEURLAY;BEURLAY;45.861283729,-0.845151509892
17049;BLANZAY SUR BOUTONNE;17470;;BLANZAY SUR BOUTONNE;BLANZAY SUR BOUTONNE;46.0542310173,-0.42559316503
17050;BOIS;17240;;BOIS;BOIS;45.4820911995,-0.6152588969
17060;BOUTENAC TOUVENT;17120;;BOUTENAC TOUVENT;BOUTENAC TOUVENT;45.4989856627,-0.760479056948
17061;BRAN;17210;;BRAN;BRAN;45.3499135162,-0.261698224631
17062;BRESDON;17490;;BRESDON;BRESDON;45.8650109231,-0.145421933634
17074;BUSSAC FORET;17210;;BUSSAC FORET;BUSSAC FORET;45.2021566078,-0.378592509253
17075;CABARIOT;17430;;CABARIOT;CABARIOT;45.9278243256,-0.849803658691
17078;CHADENAC;17800;;CHADENAC;CHADENAC;45.5445094942,-0.450256839324
17079;CHAILLEVETTE;17890;;CHAILLEVETTE;CHAILLEVETTE;45.7303444149,-1.06814190261
17082;CHAMPAGNAC;17500;;CHAMPAGNAC;CHAMPAGNAC;45.4287046076,-0.377244103646
17083;CHAMPAGNE;17620;;CHAMPAGNE;CHAMPAGNE;45.8298794044,-0.91672258016
17091;CHARRON;17230;BOURG CHAPON;CHARRON;CHARRON;46.2936903771,-1.08092039856
17093;LE CHATEAU D OLERON;17480;LA GACONNIERE;LE CHATEAU D OLERON;LE CHATEAU D OLERON;45.8813853125,-1.2166234835
17100;CHERAC;17610;;CHERAC;CHERAC;45.7130812452,-0.446891176255
17101;CHERBONNIERES;17470;;CHERBONNIERES;CHERBONNIERES;45.9677756754,-0.339891615561
17104;CHEVANCEAUX;17210;;CHEVANCEAUX;CHEVANCEAUX;45.2991036157,-0.212745427896
17105;CHIVES;17510;;CHIVES;CHIVES;45.9508835378,-0.121918052323
17106;CIERZAC;17520;;CIERZAC;CIERZAC;45.561206889,-0.313695229366
17114;COIVERT;17330;;COIVERT;COIVERT;46.0673425876,-0.462617046723
17116;CONSAC;17150;;CONSAC;CONSAC;45.4182495786,-0.588917528415
17121;LA COUARDE SUR MER;17670;;LA COUARDE SUR MER;LA COUARDE SUR MER;46.2010718838,-1.4366169353
17128;COURCOURY;17100;;COURCOURY;COURCOURY;45.7030914699,-0.563571541525
17134;CRAZANNES;17350;;CRAZANNES;CRAZANNES;45.8503954667,-0.705638764922
17137;LA CROIX COMTESSE;17330;;LA CROIX COMTESSE;LA CROIX COMTESSE;46.0824925841,-0.504784352089
17141;DOMPIERRE SUR CHARENTE;17610;;DOMPIERRE SUR CHARENTE;DOMPIERRE SUR CHARENTE;45.7079445507,-0.496852759842
17143;LE DOUHET;17100;;LE DOUHET;LE DOUHET;45.8077681995,-0.578258177424
17145;ECHEBRUNE;17800;;ECHEBRUNE;ECHEBRUNE;45.5887183751,-0.452205793733
17146;ECHILLAIS;17620;LA RENAISSANCE;ECHILLAIS;ECHILLAIS;45.9024659097,-0.953390493199
17149;LES EDUTS;17510;;LES EDUTS;LES EDUTS;45.9975741287,-0.206497538135
17151;L EGUILLE;17600;;L EGUILLE;L EGUILLE;45.7019009166,-0.979905969423
17155;ETAULES;17750;;ETAULES;ETAULES;45.7225172256,-1.10053747379
17165;FONTENET;17400;;FONTENET;FONTENET;45.9056728003,-0.463265177697
17166;FORGES;17290;PUYDROUARD;FORGES;FORGES;46.1090753059,-0.892101839793
17178;GIVREZAC;17260;;GIVREZAC;GIVREZAC;45.5409958957,-0.632072583649
17186;LE GUE D ALLERE;17540;;LE GUE D ALLERE;LE GUE D ALLERE;46.1876266957,-0.870885218413
17190;L HOUMEAU;17137;;L HOUMEAU;L HOUMEAU;46.1935718627,-1.18641543002
17193;LA JARNE;17220;;LA JARNE;LA JARNE;46.1214512061,-1.07142455217
17195;LA JARRIE AUDOUIN;17330;;LA JARRIE AUDOUIN;LA JARRIE AUDOUIN;46.035099239,-0.480660269998
17198;JUICQ;17770;;JUICQ;JUICQ;45.8399129453,-0.577046782244
17202;LANDES;17380;;LANDES;LANDES;45.9948050533,-0.600345343347
17204;LEOVILLE;17500;;LEOVILLE;LEOVILLE;45.3778692779,-0.333027025612
17211;LOULAY;17330;;LOULAY;LOULAY;46.0441648862,-0.513759292382
17214;LUCHAT;17600;;LUCHAT;LUCHAT;45.7151143734,-0.763297956769
17215;LUSSAC;17500;;LUSSAC;LUSSAC;45.4672777871,-0.473062753484
17221;MARSAIS;17700;;MARSAIS;MARSAIS;46.1217050535,-0.619473280005
17221;MARSAIS;17700;BOISSE;MARSAIS;MARSAIS;46.1217050535,-0.619473280005
17226;MAZERAY;17400;;MAZERAY;MAZERAY;45.9158199464,-0.559708232455
17227;MAZEROLLES;17800;;MAZEROLLES;MAZEROLLES;45.5589092028,-0.587964814148
17232;MEURSAC;17120;;MEURSAC;MEURSAC;45.6523583243,-0.82013449004
17236;MIRAMBEAU;17150;;MIRAMBEAU;MIRAMBEAU;45.364556119,-0.565410361333
17236;MIRAMBEAU;17150;PETIT NIORT;MIRAMBEAU;MIRAMBEAU;45.364556119,-0.565410361333
17240;MONTENDRE;17130;;MONTENDRE;MONTENDRE;45.2880726146,-0.387479585943
17240;MONTENDRE;17130;VALLET;MONTENDRE;MONTENDRE;45.2880726146,-0.387479585943
17257;NERE;17510;;NERE;NERE;45.9770392382,-0.242404369884
17263;NIEUL LE VIROUIL;17150;;NIEUL LE VIROUIL;NIEUL LE VIROUIL;45.4135796399,-0.529109086758
17267;NUAILLE D AUNIS;17540;;NUAILLE D AUNIS;NUAILLE D AUNIS;46.2376314923,-0.92874328241
17270;OZILLAC;17500;;OZILLAC;OZILLAC;45.4075198729,-0.402895489298
17275;PESSINES;17810;;PESSINES;PESSINES;45.7245689026,-0.710843452649
17282;POMMIERS MOULONS;17130;;POMMIERS MOULONS;POMMIERS MOULONS;45.3278061357,-0.348630198728
17284;PONT L ABBE D ARNOULT;17250;;PONT L ABBE D ARNOULT;PONT L ABBE D ARNOULT;45.8257228994,-0.865695822843
17290;PRIGNAC;17160;;PRIGNAC;PRIGNAC;45.8325260204,-0.347339600431
17294;PUYROLLAND;17380;;PUYROLLAND;PUYROLLAND;46.0332957375,-0.656009266758
17300;LA ROCHELLE;17000;;LA ROCHELLE;LA ROCHELLE;46.1620643972,-1.17465702836
17300;LA ROCHELLE;17000;LA PALLICE;LA ROCHELLE;LA ROCHELLE;46.1620643972,-1.17465702836
17309;ST AIGULIN;17360;;ST AIGULIN;ST AIGULIN;45.1668978802,-0.0436327584694
17316;ST CIERS CHAMPAGNE;17520;;ST CIERS CHAMPAGNE;ST CIERS CHAMPAGNE;45.448387711,-0.302733350511
17319;STE COLOMBE;17210;;STE COLOMBE;STE COLOMBE;45.281890465,-0.273965618336
17321;ST CREPIN;17380;;ST CREPIN;ST CREPIN;45.9970417081,-0.740341875161
17322;ST CYR DU DORET;17170;;ST CYR DU DORET;ST CYR DU DORET;46.2689963967,-0.827114338607
17332;ST GEORGES ANTIGNAC;17240;;ST GEORGES ANTIGNAC;ST GEORGES ANTIGNAC;45.4918057493,-0.482750821829
17337;ST GEORGES D OLERON;17190;BOYARDVILLE;ST GEORGES D OLERON;ST GEORGES D OLERON;45.9762465553,-1.32432969206
17337;ST GEORGES D OLERON;17190;CHAUCRE;ST GEORGES D OLERON;ST GEORGES D OLERON;45.9762465553,-1.32432969206
17337;ST GEORGES D OLERON;17190;DOMINO;ST GEORGES D OLERON;ST GEORGES D OLERON;45.9762465553,-1.32432969206
17337;ST GEORGES D OLERON;17190;SAUZELLE;ST GEORGES D OLERON;ST GEORGES D OLERON;45.9762465553,-1.32432969206
17349;ST JEAN DE LIVERSAY;17170;;ST JEAN DE LIVERSAY;ST JEAN DE LIVERSAY;46.2797585875,-0.882374660253
17350;ST JULIEN DE L ESCAP;17400;;ST JULIEN DE L ESCAP;ST JULIEN DE L ESCAP;45.9286301344,-0.485268545942
17351;ST JUST LUZAC;17320;LUZAC;ST JUST LUZAC;ST JUST LUZAC;45.7944979756,-1.0542452381
17360;STE MARIE DE RE;17740;;STE MARIE DE RE;STE MARIE DE RE;46.1560367496,-1.32154377304
17363;ST MARTIAL DE VITATERNE;17500;;ST MARTIAL DE VITATERNE;ST MARTIAL DE VITATERNE;45.4626102999,-0.430235388703
17367;ST MARTIN DE JUILLERS;17400;;ST MARTIN DE JUILLERS;ST MARTIN DE JUILLERS;45.9389657843,-0.344541979564
17374;STE MEME;17770;;STE MEME;STE MEME;45.8798297244,-0.456697276737
17381;ST PARDOULT;17400;;ST PARDOULT;ST PARDOULT;46.0057367763,-0.455137574227
17384;ST PIERRE DE L ISLE;17330;;ST PIERRE DE L ISLE;ST PIERRE DE L ISLE;46.0285452845,-0.444536284605
17385;ST PIERRE D OLERON;17310;;ST PIERRE D OLERON;ST PIERRE D OLERON;45.9396931461,-1.30530935595
17389;STE RADEGONDE;17250;;STE RADEGONDE;STE RADEGONDE;45.8492187707,-0.872725907585
17397;ST SAVINIEN;17350;;ST SAVINIEN;ST SAVINIEN;45.8862799418,-0.677457125043
17406;ST SORNIN;17600;;ST SORNIN;ST SORNIN;45.770317043,-0.975040646755
17430;SOUBRAN;17150;;SOUBRAN;SOUBRAN;45.3542631306,-0.519282663835
17434;SURGERES;17700;;SURGERES;SURGERES;46.1044773827,-0.753715269757
17436;TAILLEBOURG;17350;;TAILLEBOURG;TAILLEBOURG;45.8452927158,-0.635939473122
17442;THAIMS;17120;;THAIMS;THAIMS;45.6155314276,-0.791473092031
17446;THORS;17160;;THORS;THORS;45.8252238601,-0.316151081372
17450;TORXE;17380;;TORXE;TORXE;45.9609696756,-0.637755810704
17451;LES TOUCHES DE PERIGNY;17160;;LES TOUCHES DE PERIGNY;LES TOUCHES DE PERIGNY;45.9076315101,-0.26562144892
17452;LA TREMBLADE;17390;;LA TREMBLADE;LA TREMBLADE;45.7595222262,-1.19070707014
17453;TRIZAY;17250;;TRIZAY;TRIZAY;45.8824159109,-0.903805758025
17455;LA VALLEE;17250;;LA VALLEE;LA VALLEE;45.8908313129,-0.845996319512
17457;LA DEVISE;17380;ST LAURENT DE LA BARRIERE;LA DEVISE;LA DEVISE;46.0532187101,-0.753825189117
17457;LA DEVISE;17700;VANDRE;LA DEVISE;LA DEVISE;46.0532187101,-0.753825189117
17469;VILLARS EN PONS;17260;;VILLARS EN PONS;VILLARS EN PONS;45.6039717298,-0.628988620843
17474;VILLENEUVE LA COMTESSE;17330;;VILLENEUVE LA COMTESSE;VILLENEUVE LA COMTESSE;46.0950730201,-0.490293993465
17483;YVES;17340;;YVES;YVES;46.0392686841,-1.03449244286
17485;LE GRAND VILLAGE PLAGE;17370;;LE GRAND VILLAGE PLAGE;LE GRAND VILLAGE PLAGE;45.8620787516,-1.24274513266
18015;AUBIGNY SUR NERE;18700;;AUBIGNY SUR NERE;AUBIGNY SUR NERE;47.4861718263,2.42121788452
18017;AUGY SUR AUBOIS;18600;;AUGY SUR AUBOIS;AUGY SUR AUBOIS;46.7829151486,2.85715092019
18018;AVORD;18520;;AVORD;AVORD;47.0320503423,2.66580708853
18023;BAUGY;18800;SALIGNY LE VIF;BAUGY;BAUGY;47.0713406909,2.71558067108
18027;BENGY SUR CRAON;18520;;BENGY SUR CRAON;BENGY SUR CRAON;46.9996554419,2.73230531635
18028;BERRY BOUY;18500;;BERRY BOUY;BERRY BOUY;47.1305841465,2.29645039352
18029;BESSAIS LE FROMENTAL;18210;;BESSAIS LE FROMENTAL;BESSAIS LE FROMENTAL;46.7475178311,2.77476595037
18041;LA CELETTE;18360;;LA CELETTE;LA CELETTE;46.6382674585,2.522655765
18042;LA CELLE;18200;;LA CELLE;LA CELLE;46.770990086,2.45882023985
18045;CHALIVOY MILON;18130;;CHALIVOY MILON;CHALIVOY MILON;46.860388257,2.7018249242
18055;CHAROST;18290;;CHAROST;CHAROST;46.9913097017,2.1285312337
18056;CHASSY;18800;;CHASSY;CHASSY;47.0436728432,2.83281439128
18076;COUST;18210;;COUST;COUST;46.683985112,2.5990481685
18077;COUY;18140;;COUY;COUY;47.1087981251,2.8281137217
18082;CUFFY;18150;;CUFFY;CUFFY;46.9693684862,3.03803252226
18084;DAMPIERRE EN CROT;18260;;DAMPIERRE EN CROT;DAMPIERRE EN CROT;47.4559955079,2.57410394358
18090;ETRECHY;18800;;ETRECHY;ETRECHY;47.1597133509,2.7158646405
18101;GERMIGNY L EXEMPT;18150;;GERMIGNY L EXEMPT;GERMIGNY L EXEMPT;46.9149646451,2.88246532896
18104;GROISES;18140;;GROISES;GROISES;47.2059415173,2.8120139
18106;GROSSOUVRE;18600;;GROSSOUVRE;GROSSOUVRE;46.8722999491,2.93595390975
18107;LA GROUTTE;18200;;LA GROUTTE;LA GROUTTE;46.689480572,2.5127413479
18111;HUMBLIGNY;18250;;HUMBLIGNY;HUMBLIGNY;47.2622294774,2.64819893365
18112;IDS ST ROCH;18170;;IDS ST ROCH;IDS ST ROCH;46.7139612641,2.25788543249
18124;LAZENAY;18120;;LAZENAY;LAZENAY;47.0669527618,2.0765874358
18138;MARMAGNE;18500;;MARMAGNE;MARMAGNE;47.0892553874,2.27075651411
18139;MARSEILLES LES AUBIGNY;18320;;MARSEILLES LES AUBIGNY;MARSEILLES LES AUBIGNY;47.0700384029,2.9939315256
18142;MEILLANT;18200;;MEILLANT;MEILLANT;46.7812952674,2.5067896851
18147;MENETREOL SUR SAULDRE;18700;;MENETREOL SUR SAULDRE;MENETREOL SUR SAULDRE;47.4492645796,2.28919930446
18150;MERY SUR CHER;18100;;MERY SUR CHER;MERY SUR CHER;47.2476860248,1.99385861671
18156;MOROGUES;18220;;MOROGUES;MOROGUES;47.2574083445,2.59600177096
18166;NOHANT EN GOUT;18390;;NOHANT EN GOUT;NOHANT EN GOUT;47.0899990268,2.58066243646
18174;OSMOY;18390;;OSMOY;OSMOY;47.0631160847,2.50571113255
